Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
1,1,0,1,0,0.1637679976048556,0.0,0.23372781065088757,360.0,1.0,2,1
1,1,0,1,0,0.5541765330284968,0.7161654135338346,0.7337278106508875,360.0,1.0,1,1
1,1,0,1,0,0.015514003429411284,0.2694235588972431,0.1346153846153846,360.0,1.0,2,1
1,1,1,1,0,0.0009526142456656052,0.8128654970760234,0.07544378698224852,360.0,1.0,1,1
1,1,1,0,0,0.0832584850711739,0.0,0.16863905325443787,360.0,1.0,1,1
1,1,0,1,0,0.013989820636346316,0.2606516290726817,0.11982248520710059,360.0,0.0,2,0
1,1,3,1,0,0.20252578862850767,0.3682121971595656,0.35355029585798814,360.0,1.0,1,1
1,1,0,1,0,0.3612313219563975,0.0,0.49556213017751477,360.0,1.0,0,1
1,1,0,1,0,0.08336735527067854,0.5401002506265664,0.22781065088757396,360.0,1.0,0,1
0,1,1,1,0,0.0437113851011132,0.9450710108604845,0.17307692307692307,360.0,1.0,1,1
1,0,2,1,1,0.08347622547018317,0.4344193817878028,0.14792899408284024,360.0,1.0,1,1
1,1,1,0,0,0.18861762064178983,0.5171261487050961,0.3121301775147929,360.0,0.0,2,0
1,0,2,1,0,0.0010614844451702458,0.0,0.11390532544378698,360.0,1.0,2,1
1,1,0,1,0,0.13056258675594024,0.0,0.26627218934911245,360.0,1.0,1,1
1,0,2,1,0,0.13935385536593997,0.9300334168755221,0.3210059171597633,180.0,0.0,1,0
1,0,0,1,1,0.14893443292234834,0.0,0.257396449704142,360.0,1.0,0,0
1,1,2,0,0,0.04044527911597398,0.6140350877192983,0.1804733727810651,300.0,1.0,1,1
0,1,0,0,0,0.183718461664081,0.44360902255639095,0.2973372781065089,360.0,1.0,1,0
0,1,2,1,0,0.013799297787213194,0.36027568922305764,0.11834319526627218,360.0,1.0,1,1
1,1,0,1,0,0.03238888435263058,0.9926900584795322,0.23668639053254437,360.0,1.0,0,1
0,0,1,1,0,0.30826596989738986,0.0,0.3890532544378698,360.0,1.0,1,1
0,0,0,0,1,0.19697340845377098,0.0,0.34467455621301774,360.0,1.0,1,1
1,0,1,1,0,0.0017419231920742496,0.0,0.07544378698224852,360.0,1.0,1,1
0,1,0,1,0,0.041670068860401185,0.0,0.16715976331360946,360.0,1.0,0,1
1,0,0,1,0,0.03519229198987507,0.0,0.07840236686390532,180.0,1.0,2,1
0,0,0,1,0,0.046133747040091454,0.0,0.14940828402366865,360.0,1.0,0,1
0,1,0,1,0,0.04150676356114422,0.6129908103592314,0.14940828402366865,360.0,1.0,1,1
1,1,2,1,0,0.00919953185814213,0.8928571428571429,0.11390532544378698,360.0,0.0,1,0
1,0,0,1,0,0.08998121989058545,0.0,0.21597633136094674,360.0,1.0,1,1
1,1,3,0,0,0.19365286736887946,0.0,0.3224852071005917,360.0,1.0,1,1
1,0,0,1,0,0.1368770583272094,0.985797827903091,0.27662721893491127,360.0,1.0,2,1
0,1,0,1,0,0.16393130290411256,0.0,0.21597633136094674,360.0,1.0,0,1
0,0,2,1,0,0.012166244794643587,0.0,0.09319526627218935,360.0,1.0,1,1
1,1,1,1,1,0.44446258947769524,0.0,0.5636094674556213,360.0,1.0,1,1
1,1,0,1,0,0.26768460303203506,0.35254803675856305,0.41420118343195267,360.0,1.0,2,1
1,1,0,1,0,0.2400587899077325,0.0,0.371301775147929,360.0,1.0,1,1
1,0,1,1,0,0.2542119158433358,0.7124060150375939,0.4068047337278107,360.0,1.0,1,1
1,0,0,1,0,0.39636917884652023,0.0,0.5680473372781065,360.0,1.0,1,1
1,1,0,1,1,0.11521188862578591,0.3312447786131997,0.23816568047337278,360.0,1.0,1,1
0,1,3,1,0,0.03255218965188754,0.0,0.10798816568047337,180.0,1.0,1,0
1,0,1,0,0,0.1406875153098718,0.2573099415204678,0.20562130177514792,360.0,1.0,0,1
1,1,0,1,0,0.1993413352929969,0.3256056808688388,0.3150887573964497,300.0,1.0,1,1
1,0,1,0,0,0.19653792765575243,0.6060985797827904,0.32840236686390534,360.0,1.0,0,0
1,1,0,1,0,0.10802645545847962,0.497702589807853,0.26331360946745563,360.0,1.0,2,1
0,1,0,1,0,0.010124928553931574,0.2775689223057644,0.12721893491124261,360.0,0.0,1,0
0,1,0,1,0,0.06788056939114341,0.8162071846282373,0.17899408284023668,480.0,1.0,1,1
1,1,0,1,0,0.37233608230587084,0.4277360066833751,0.522189349112426,360.0,1.0,1,0
1,0,2,0,0,0.12879344601398982,0.5889724310776943,0.28402366863905326,180.0,1.0,0,1
1,1,1,1,0,0.1133066601344547,0.0,0.2514792899408284,180.0,0.0,2,0
1,1,2,0,1,0.045725483791949045,0.0,0.15828402366863906,360.0,0.0,2,1
1,0,0,1,0,0.06725456574399173,0.0,0.17751479289940827,360.0,1.0,0,1
1,1,0,1,1,0.3314553223918783,0.3506683375104428,0.46893491124260356,360.0,1.0,2,1
1,1,0,1,0,0.1611006777169919,0.0,0.2692307692307692,360.0,1.0,1,1
1,0,0,1,0,0.22726654146593725,0.0,0.3668639053254438,360.0,1.0,1,1
1,1,0,1,1,0.08875643014615825,0.5494987468671679,0.17899408284023668,360.0,1.0,0,0
0,1,2,1,0,0.1459405024359707,0.581453634085213,0.27218934911242604,360.0,1.0,2,1
1,0,1,1,1,0.041670068860401185,0.8682121971595655,0.16568047337278108,360.0,1.0,2,1
1,1,0,1,0,0.17936365368389537,0.0,0.28846153846153844,360.0,1.0,1,1
1,1,1,1,0,0.08170708472823277,0.3705096073517126,0.23372781065088757,360.0,1.0,0,1
1,1,0,0,1,0.08559919436052367,0.0,0.15828402366863906,360.0,1.0,1,1
1,0,2,0,0,0.1537247217005525,0.0,0.17899408284023668,360.0,0.0,2,0
1,1,3,1,0,0.4043711385101113,0.0,0.5103550295857988,360.0,0.0,1,0
1,1,0,1,0,0.009444489807027572,0.0,0.11982248520710059,360.0,1.0,0,1
1,0,0,1,1,0.25568166353664845,0.0,0.3757396449704142,360.0,1.0,0,1
1,0,1,0,0,0.05054299012002939,0.45614035087719296,0.1819526627218935,360.0,1.0,0,1
1,1,3,1,0,0.08595302250891375,0.0,0.16715976331360946,360.0,1.0,2,0
1,1,0,1,0,0.002966712936501456,0.543859649122807,0.08579881656804733,360.0,1.0,2,1
1,1,1,0,1,0.05236656596173213,0.3462823725981621,0.17899408284023668,360.0,1.0,1,1
1,0,1,1,1,0.10236520508423831,0.0,0.16863905325443787,480.0,1.0,0,1
1,1,1,1,0,0.008219700062600364,0.27903091060985796,0.1760355029585799,360.0,1.0,2,1
0,1,0,1,0,0.09899022889959445,0.0,0.20710059171597633,360.0,0.0,2,1
1,0,1,1,0,0.384611197300019,0.2606516290726817,0.5014792899408284,360.0,1.0,0,1
1,0,3,1,0,0.016085571976810646,0.0,0.08136094674556213,360.0,1.0,2,1
1,1,0,1,0,0.21221523638442066,0.0,0.3106508875739645,360.0,1.0,1,1
1,0,0,1,0,0.07718897144879018,0.0,0.15976331360946747,360.0,1.0,1,1
1,1,3,1,0,0.1562015187392831,0.2758980785296575,0.3047337278106509,360.0,1.0,1,1
1,0,0,0,0,0.04401077814975096,0.7974101921470342,0.19230769230769232,360.0,1.0,0,1
1,1,2,1,0,0.02525788628507662,0.0,0.08875739644970414,360.0,1.0,1,1
1,1,0,1,0,0.025421191584333577,0.5006265664160401,0.20118343195266272,360.0,1.0,1,1
1,0,0,1,0,0.010451539152445496,0.3147451963241437,0.11686390532544379,480.0,1.0,1,1
1,1,2,0,0,0.029884869764023842,0.8297827903091061,0.19674556213017752,360.0,1.0,1,0
1,1,0,1,0,0.16012084592145015,0.4974937343358396,0.27366863905325445,360.0,1.0,1,1
1,0,0,1,0,0.31343730437386025,0.3556808688387636,0.45857988165680474,360.0,1.0,2,1
0,0,0,0,0,0.2470264826760295,0.26879699248120303,0.378698224852071,360.0,1.0,2,1
1,0,1,0,0,0.16956533572847773,0.5231829573934837,0.2485207100591716,360.0,1.0,2,1
1,0,0,1,1,0.016902098473095453,0.0,0.15976331360946747,360.0,1.0,2,0
1,1,0,0,0,0.04988976892300155,0.0,0.17455621301775148,360.0,1.0,1,1
0,1,3,1,0,0.05421735935331101,0.0,0.1301775147928994,360.0,1.0,0,1
0,1,0,1,0,0.04199667945891511,0.5359231411862991,0.13313609467455623,360.0,1.0,1,1
1,1,1,1,0,0.10606679186739609,0.6010860484544696,0.25,360.0,1.0,0,1
1,0,0,1,0,0.11243569853841757,0.0,0.20710059171597633,360.0,1.0,1,0
0,1,2,1,1,0.06458724585612803,0.370718462823726,0.21597633136094674,360.0,1.0,1,1
1,1,0,1,0,0.06387958955934787,0.25668337510442774,0.1760355029585799,360.0,1.0,1,1
1,1,3,1,0,0.2588933344220353,0.0,0.378698224852071,360.0,0.0,2,1
1,0,0,1,0,0.22860020140986909,0.6829573934837093,0.42159763313609466,360.0,0.0,2,0
1,1,0,1,0,0.05378187855529245,0.0,0.15828402366863906,360.0,1.0,1,1
0,1,0,1,0,0.359952097112218,0.0,0.4423076923076923,360.0,1.0,0,1
0,1,0,1,0,0.44851800440924305,0.33145363408521306,0.6331360946745562,360.0,1.0,2,0
1,1,0,1,0,0.05786451103671648,0.427109440267335,0.22337278106508876,360.0,1.0,2,1
1,1,0,1,0,0.06404289485860483,0.0,0.2455621301775148,360.0,1.0,0,1
1,0,2,1,0,0.1032633842301516,0.3560985797827903,0.1863905325443787,360.0,1.0,2,0
1,0,0,0,0,0.4159930323072317,0.287593984962406,0.5621301775147929,360.0,0.0,0,0
0,1,0,1,0,0.3069050924035818,0.0,0.35502958579881655,360.0,1.0,1,1
0,0,1,1,0,0.015622873628915925,0.0,0.11538461538461539,360.0,1.0,0,1
1,0,1,1,0,0.07302468631773767,0.26649958228905596,0.16420118343195267,360.0,1.0,1,1
1,0,0,1,0,0.11817860156228736,0.0,0.2677514792899408,360.0,1.0,1,1
1,1,0,1,1,0.10250129283361911,0.8414786967418546,0.23076923076923078,360.0,1.0,1,0
1,1,0,0,0,0.03138183500721265,0.46888053467000834,0.09911242603550297,180.0,0.0,1,0
0,1,1,1,0,0.28744454424212734,0.7880116959064327,0.4363905325443787,300.0,1.0,1,1
1,1,1,1,1,0.16578209629569146,0.0,0.20414201183431951,360.0,1.0,2,1
1,0,0,1,0,0.26714025203451186,0.8968253968253969,0.45857988165680474,360.0,1.0,1,1
1,0,2,1,1,0.287390109142375,0.0,0.3343195266272189,480.0,1.0,1,1
1,0,2,1,0,0.2024985710786315,0.0,0.3032544378698225,360.0,1.0,0,1
1,1,1,1,0,0.08472823276448654,0.0,0.11242603550295859,360.0,1.0,0,0
1,1,2,1,1,0.13831958847064588,0.0,0.22337278106508876,360.0,1.0,1,1
1,0,0,1,0,0.02539397403445742,0.260233918128655,0.17751479289940827,360.0,1.0,2,1
1,0,0,1,1,0.16428513105250264,0.25104427736006685,0.28994082840236685,360.0,1.0,0,1
1,1,0,0,0,0.028741732669225115,0.0,0.08875739644970414,360.0,1.0,1,1
1,0,0,1,0,0.17372962085953023,0.3310359231411863,0.2943786982248521,360.0,1.0,0,1
1,0,0,1,0,0.03805013472687189,0.0,0.1242603550295858,360.0,0.0,0,1
1,1,3,1,1,0.0180996706676465,0.31182121971595655,0.13757396449704143,360.0,1.0,2,1
1,1,0,1,0,0.02626493563049454,0.0,0.07100591715976332,360.0,1.0,0,1
1,1,0,0,0,0.0,0.4227234753550543,0.1301775147928994,360.0,1.0,2,1
1,1,0,1,0,0.18614082360305925,0.4876775271512114,0.23964497041420119,360.0,1.0,1,1
0,1,3,1,0,0.19346234451974634,0.272765246449457,0.29289940828402367,360.0,1.0,1,1
1,0,0,0,0,0.10603957431751994,0.0,0.1834319526627219,480.0,1.0,2,1
1,1,0,1,0,0.02558449688359054,0.0,0.128698224852071,180.0,1.0,0,1
1,1,0,0,0,0.012547290492909828,0.5428153717627402,0.21597633136094674,360.0,1.0,2,1
1,1,0,1,0,0.0025584496883590538,0.0,0.042899408284023666,360.0,1.0,2,1
1,1,0,1,0,0.026346588280123023,0.0,0.08136094674556213,360.0,1.0,1,1
1,0,3,1,0,0.3252769385699899,0.0,0.4423076923076923,360.0,0.0,0,0
0,1,0,1,1,0.04033640891646934,0.2802840434419382,0.14349112426035504,300.0,1.0,0,1
1,1,3,0,0,0.0639884597588525,0.2627401837928154,0.15384615384615385,180.0,1.0,1,1
0,0,1,1,0,0.016085571976810646,0.45509607351712617,0.11834319526627218,360.0,1.0,1,1
1,1,2,1,0,0.03668925723306388,0.0,0.14349112426035504,360.0,1.0,1,1
0,1,0,1,0,0.10734601671157562,0.0,0.1834319526627219,360.0,1.0,2,1
1,1,0,1,0,0.1372581040254756,0.5317460317460317,0.26627218934911245,360.0,0.0,2,0
1,1,0,1,1,0.04109850031300182,0.5169172932330827,0.21597633136094674,360.0,0.0,1,0
1,1,1,0,0,0.008464658011485805,0.0,0.04881656804733728,360.0,1.0,1,1
1,1,0,1,0,0.07261642306959527,0.2596073517126149,0.1242603550295858,360.0,1.0,1,1
1,1,0,1,0,0.038921096322909014,0.0,0.14792899408284024,360.0,1.0,0,0
1,0,0,1,0,0.036144906235540675,0.7850877192982456,0.15680473372781065,360.0,1.0,1,1
1,1,1,1,0,0.47230614300100704,0.0,0.5857988165680473,360.0,1.0,2,1
1,1,0,1,0,0.14049699246073868,1.0,0.28254437869822485,360.0,1.0,2,1
1,1,1,1,0,0.11934895620696225,0.2807017543859649,0.22485207100591717,360.0,1.0,0,1
0,1,3,0,0,0.07871315424185515,0.36006683375104426,0.2411242603550296,360.0,1.0,0,1
0,0,0,1,1,0.08206091287662284,0.0,0.1952662721893491,360.0,1.0,0,1
0,1,1,1,0,0.1141231866307395,0.27861319966583126,0.2514792899408284,360.0,1.0,2,1
1,0,0,1,0,0.17492719305408128,0.0,0.23076923076923078,360.0,1.0,0,1
1,1,2,0,1,0.17773060069132576,0.0,0.2411242603550296,360.0,1.0,2,1
0,1,0,1,0,0.02740807272529327,0.373015873015873,0.05473372781065089,360.0,0.0,2,0
1,1,1,1,0,0.10163033123758199,0.7286967418546366,0.22041420118343194,360.0,1.0,0,1
0,1,2,1,0,0.07776053999618954,0.3506683375104428,0.22041420118343194,180.0,1.0,2,1
0,1,3,1,0,0.3001823575841703,0.487468671679198,0.45857988165680474,360.0,1.0,1,1
0,1,1,1,0,0.14640320078386543,0.0,0.23520710059171598,180.0,1.0,2,1
1,1,0,1,0,0.1114558667428758,0.0,0.20266272189349113,360.0,0.0,1,0
1,0,1,1,0,0.017745842519256417,0.0,0.08136094674556213,180.0,1.0,0,1
0,1,2,1,0,0.13646879507906698,0.35484544695071013,0.2618343195266272,360.0,1.0,2,1
1,0,1,0,1,0.01804523556789418,0.9369256474519633,0.1908284023668639,180.0,1.0,1,1
1,1,0,0,0,0.060150785226313924,0.35902255639097747,0.1257396449704142,360.0,1.0,2,1
1,1,3,1,0,0.02237282599820364,0.0,0.11538461538461539,360.0,1.0,1,1
0,1,1,1,0,0.17283144171361695,0.0,0.2973372781065089,360.0,1.0,1,1
1,1,1,1,0,0.033668109196810105,0.26796157059314957,0.1257396449704142,480.0,1.0,2,1
1,1,0,1,0,0.0728069459187284,0.0,0.1819526627218935,360.0,1.0,2,1
1,1,1,1,0,0.331918020739773,0.5321637426900585,0.5636094674556213,360.0,0.0,2,0
1,0,0,1,0,0.03331428104842002,0.5016708437761069,0.15088757396449703,180.0,1.0,0,1
1,1,1,1,0,0.10388938787730329,0.3155806182121972,0.22928994082840237,360.0,1.0,1,1
1,1,0,0,0,0.07958411583789227,0.0,0.14644970414201183,360.0,1.0,2,1
1,1,1,1,0,0.002395144389102093,0.0,0.09023668639053255,360.0,0.0,1,0
0,1,0,1,0,0.23102256334884733,0.0,0.34763313609467456,360.0,1.0,2,1
1,1,0,0,0,0.010233798753436215,0.0,0.09911242603550297,180.0,1.0,0,1
1,1,3,1,0,0.09419994012139027,0.0,0.15532544378698224,360.0,1.0,0,1
1,1,0,1,0,0.12060096350126562,0.27046783625730997,0.23816568047337278,360.0,1.0,1,1
1,0,2,1,0,0.14523284613919055,0.3694653299916458,0.3091715976331361,360.0,1.0,0,1
1,0,2,1,0,0.17119838872104734,0.0,0.28106508875739644,360.0,0.0,1,1
0,1,0,1,0,0.04264990065594295,0.0,0.15680473372781065,360.0,1.0,2,1
0,1,1,1,0,0.0011975721945510465,0.0,0.07692307692307693,360.0,1.0,1,0
0,0,2,1,0,0.18861762064178983,0.0,0.3091715976331361,360.0,1.0,1,1
0,1,0,0,0,0.11246291608829373,0.4918546365914787,0.2470414201183432,360.0,1.0,1,1
1,1,0,0,0,0.2655344165918184,0.0,0.3431952662721893,480.0,1.0,0,1
1,1,1,0,0,0.25287825589940394,0.0,0.3668639053254438,360.0,1.0,1,1
0,0,2,1,0,0.2721482812117253,0.0,0.34911242603550297,360.0,1.0,0,1
1,0,2,1,1,0.09727552325739637,0.4922723475355054,0.20414201183431951,360.0,1.0,0,1
1,1,2,0,1,0.05936147627990528,0.32497911445279865,0.1760355029585799,360.0,1.0,1,1
0,1,0,1,0,0.23017881930268638,0.0,0.34171597633136097,480.0,1.0,1,1
0,1,2,1,0,0.08793990364987343,0.2706766917293233,0.16124260355029585,180.0,1.0,2,1
1,0,0,1,0,0.029503824065757602,0.5160818713450293,0.1819526627218935,360.0,1.0,0,1
1,1,0,1,1,0.2834979995100841,0.8531746031746031,0.46745562130177515,360.0,1.0,1,1
1,1,0,0,0,0.3144987888190305,0.0,0.40384615384615385,360.0,0.0,2,0
1,0,0,1,0,0.0919953185814213,0.4615705931495405,0.17011834319526628,360.0,1.0,2,1
1,1,0,1,1,0.01129528319860646,0.91624895572264,0.15532544378698224,360.0,1.0,1,1
1,0,0,1,1,0.07182711412318663,0.6766917293233082,0.1952662721893491,360.0,1.0,2,1
1,1,1,1,0,0.2388884352630576,0.29490392648287383,0.3668639053254438,360.0,1.0,2,1
1,1,0,0,0,0.3407637244495251,0.3483709273182957,0.46745562130177515,360.0,1.0,1,1
1,1,0,1,0,0.03315097574916306,0.0,0.05917159763313609,360.0,1.0,1,1
1,0,0,1,0,0.009907188154922295,0.4722222222222222,0.11538461538461539,360.0,1.0,1,1
1,0,0,0,0,0.308129882148009,0.33751044277360065,0.21597633136094674,360.0,1.0,2,1
0,0,0,1,1,0.07220815982145287,0.3216374269005848,0.20266272189349113,360.0,1.0,2,1
1,1,0,1,0,0.1143953621295011,0.0,0.1863905325443787,360.0,1.0,1,1
1,0,1,1,0,0.5059198170980649,0.5712197159565581,0.7218934911242604,300.0,1.0,1,1
1,1,1,0,0,0.009825535505293814,0.5451127819548872,0.07544378698224852,360.0,1.0,2,1
1,1,1,1,0,0.15331645845241013,0.0,0.28846153846153844,360.0,1.0,2,0
1,0,0,1,0,0.01102310769984486,0.44548872180451127,0.11982248520710059,360.0,1.0,1,1
